expected_job_id,runner_job_id,group,family,size,instance,stations,max_vehicles,instance_path,method,method_label,seed,job_dir,runner_path,result_path,checker_path,job_dir_present,runner_present,result_present,checker_present,runner_valid,result_valid,checker_valid,checker_fresh,checker_contract_valid,checker_strict_feasible,strict_feasible,run_status,completed,protocol_fingerprint,exit_code,timed_out,wall_runtime_seconds,distance,distance_source,result_status,failure_class,failure_stage,failure_detail,checker_failure_class,metric_warning
RC-rc102C10-pomo_repair-seed-0001,RC-rc102C10-pomo_repair-seed-0001,RC,mixed,10,rc102C10,4,4,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pomo_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,24ff2b7e6b03c6721fb29166d98a678c30541eb6f8d985a54d7fec7a439a20fd,0,false,2.543296,,,unsolved,missing,checker,checker_infeasible:coverage_missing,checker_infeasible:coverage_missing,
RC-rc102C10-pyga_checked-seed-0001,RC-rc102C10-pyga_checked-seed-0001,RC,mixed,10,rc102C10,4,4,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyga_checked\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,b25b5659c339f1f220d4ccf8c661d65d46cc3924e003a235126d9416d7d783b3,0,false,0.353106,,,unsolved,infeasible,checker,checker_infeasible:fleet,checker_infeasible:fleet,
RC-rc102C10-routefinder_repair-seed-0001,RC-rc102C10-routefinder_repair-seed-0001,RC,mixed,10,rc102C10,4,4,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\routefinder_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,false,false,false,failed,true,525dcea24a61d2583da2de2432d3e923dd0110d16a61909940dbbb7176d5a463,0,false,10.251897,,,unsolved,invalid,checker_contract,contract_mismatch,contract_mismatch,
RC-rc103C15-pyvrp_repair-seed-0001,RC-rc103C15-pyvrp_repair-seed-0001,RC,mixed,15,rc103C15,5,5,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyvrp_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,8f39e1f1b20823aeff3b9c76625da001e63ac63d39cfd5ef62c5896fe802c101,0,false,10.343761,399.0,checker.report.total_distance,solved,,,,success,
RC-rc103C15-vns_ts-seed-0001,,RC,mixed,15,rc103C15,5,5,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\vns_ts\seed-0001\checker.json,true,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,runner,runner.json is missing,,
RC-rc103C15-pomo_repair-seed-0001,,RC,mixed,15,rc103C15,5,5,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pomo_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc103C15-pyga_checked-seed-0001,,RC,mixed,15,rc103C15,5,5,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\pyga_checked\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc103C15-routefinder_repair-seed-0001,,RC,mixed,15,rc103C15,5,5,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\15\rc103C15\routefinder_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc101_21-pyvrp_repair-seed-0001,,RC,mixed,100,rc101_21,21,31,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyvrp_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc101_21-vns_ts-seed-0001,,RC,mixed,100,rc101_21,21,31,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\vns_ts\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc101_21-pomo_repair-seed-0001,,RC,mixed,100,rc101_21,21,31,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pomo_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc101_21-pyga_checked-seed-0001,,RC,mixed,100,rc101_21,21,31,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\pyga_checked\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc101_21-routefinder_repair-seed-0001,,RC,mixed,100,rc101_21,21,31,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\100\rc101_21\routefinder_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
